default_code|name|description|sale_ok|purchase_ok|can_be_expensed|type|list_price|standard_price|barcode|categ_id|categ_parent_1|categ_parent_2|categ_parent_3|categ_parent_4|categ_parent_5|incoming_inspection|manufacturer_pref|warranty|warranty_type|lead_time|lead_time_type|rohs_regulation|manufacturer_purl|manufacturer_id|active|arancel_id|ecoraee_active|tracking|weight|intrastat_id|default_ubication|optional_product_ids|route_ids|version|uom_id|uom_po_id|invoice_policy|event_ok|customer_ids|description_sale|sale_line_warn|responsible_id|volume|produce_delay|sale_delay|hs_code|description_pickingout|description_pickingin|description_picking|intrastat_origin_country_id
REP-NGX466R11/SC11342593|REPARACION PLACA BASE NANO-GX-466-R11 SC11342593||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342593&token=946bd7401e3166c2584f1ef3bcdbe0b7||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342604|REPARACION PLACA BASE NANO-GX-466-R11 SC11342604||Sí|Sí|No|product|27,30769|17,75|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342604&token=ee1929ab9be0a95ff1cb60eb58f6ad40||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342636|REPARACION PLACA BASE NANO-GX-466-R11 SC11342636||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342636&token=9a6d4272482d36713b8ab461b5c400c8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342637|REPARACION PLACA BASE NANO-GX-466-R11 SC11342637||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342637&token=eab85dfcb2220766dabe2d3bf5954426||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342639|REPARACION PLACA BASE NANO-GX-466-R11 SC11342639||Sí|Sí|No|product|41,81538|27,18|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342639&token=ef28dc9ca373e9802e54302234cdbf28||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342643|REPARACION PLACA BASE NANO-GX-466-R11 SC11342643||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342643&token=7b7b46ac9fbf3feb2d81f5de15604e16||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342644|REPARACION PLACA BASE NANO-GX-466-R11 SC11342644||Sí|Sí|No|product|23,72308|15,42|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342644&token=531bf108afc6ed54ca652c1063e8985e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342661|REPARACION PLACA BASE NANO-GX-466-R11 SC11342661||Sí|Sí|No|product|46,83077|30,44|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342661&token=a22f333811563e6a14b4fab808520a18||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342664|REPARACION PLACA BASE NANO-GX-466-R11 SC11342664||Sí|Sí|No|product|78,56923|51,07|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342664&token=c1de066b67a429579da80d27bc30d7b8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342669|REPARACION PLACA BASE NANO-GX-466-R11 SC11342669||Sí|Sí|No|product|30,56923|19,87|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342669&token=d7cc73706c07b13faba7114654aaeb5c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342677|REPARACION PLACA BASE NANO-GX-466-R11 SC11342677||Sí|Sí|No|product|21,55385|14,01|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342677&token=bbd1741cbd249e7a31f4f32c72196f02||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342691|REPARACION PLACA BASE NANO-GX-466-R11 SC11342691||Sí|Sí|No|product|52,90769|34,39|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342691&token=bb7164b6c6e388a2dc68a6e4693c58aa||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342699|REPARACION PLACA BASE NANO-GX-466-R11 SC11342699||Sí|Sí|No|product|26,76923|17,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342699&token=7be82346712b6481d9fd96514bc3148d||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342705|REPARACION PLACA BASE NANO-GX-466-R11 SC11342705||Sí|Sí|No|product|38,83077|25,24|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342705&token=cc304bbd81f540d516c4a72f8146a854||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342710|REPARACION PLACA BASE NANO-GX-466-R11 SC11342710||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342710&token=ea9c71e6a8195bbb8494e47451bf5b83||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342731|REPARACION PLACA BASE NANO-GX-466-R11 SC11342731||Sí|Sí|No|product|23,70769|15,41|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342731&token=eeeea6f7676120771365be46a47fb30e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342733|REPARACION PLACA BASE NANO-GX-466-R11 SC11342733||Sí|Sí|No|product|27,30769|17,75|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342733&token=823d517ef46b10341ea480ca1f47e416||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342738|REPARACION PLACA BASE NANO-GX-466-R11 SC11342738||Sí|Sí|No|product|30,03077|19,52|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342738&token=9387c8edc65513daa4b695ffe918bc9e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342742|REPARACION PLACA BASE NANO-GX-466-R11 SC11342742||Sí|Sí|No|product|22,43077|14,58|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342742&token=6e9925738eb8641ab621e6e367c7ed05||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342747|REPARACION PLACA BASE NANO-GX-466-R11 SC11342747||Sí|Sí|No|product|27,52308|17,89|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342747&token=acf1e810d96b3dda1abda4126ed22309||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342758|REPARACION PLACA BASE NANO-GX-466-R11 SC11342758||Sí|Sí|No|product|21|13,65|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342758&token=0991f480b611d37f2ca4a9706fee7d55||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342761|REPARACION PLACA BASE NANO-GX-466-R11 SC11342761||Sí|Sí|No|product|53,21538|34,59|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342761&token=f65ccf4e388fc5f971dae28b9d6bf067||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342765|REPARACION PLACA BASE NANO-GX-466-R11 SC11342765||Sí|Sí|No|product|52,90769|34,39|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342765&token=1f9311b48529decd03c4c8946bcdfc64||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342770|REPARACION PLACA BASE NANO-GX-466-R11 SC11342770||Sí|Sí|No|product|21,03077|13,67|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342770&token=f57787073b6243a6c18a830c0dadf27b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342772|REPARACION PLACA BASE NANO-GX-466-R11 SC11342772||Sí|Sí|No|product|52,87692|34,37|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342772&token=adb005aab90eda54aaa4e8c284d4b7eb||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342784|REPARACION PLACA BASE NANO-GX-466-R11 SC11342784||Sí|Sí|No|product|21,55385|14,01|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342784&token=3c4681928301aabc895699093c6cbb47||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342794|REPARACION PLACA BASE NANO-GX-466-R11 SC11342794||Sí|Sí|No|product|21|13,65|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342794&token=9a417fa3d121b4dab873f3fdd7a9ce66||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342806|REPARACION PLACA BASE NANO-GX-466-R11 SC11342806||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342806&token=340f68467fdc603c00ffff7a44dfaa96||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342833|REPARACION PLACA BASE NANO-GX-466-R11 SC11342833||Sí|Sí|No|product|23,72308|15,42|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342833&token=2f7921646ffc37f87253aba8b38caa8b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342837|REPARACION PLACA BASE NANO-GX-466-R11 SC11342837||Sí|Sí|No|product|26,76923|17,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342837&token=c8e57024bd9055519450cd2bc41ffb8b||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342851|REPARACION PLACA BASE NANO-GX-466-R11 SC11342851||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342851&token=0d8ceece8d0a434113c759406a60014f||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342865|REPARACION PLACA BASE NANO-GX-466-R11 SC11342865||Sí|Sí|No|product|26,76923|17,4|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342865&token=052fd9b9e33c72cb94c6231fb0ad08f8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342868|REPARACION PLACA BASE NANO-GX-466-R11 SC11342868||Sí|Sí|No|product|52,61538|34,2|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342868&token=a23338c97eb43511326bb2db764bc68a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342886|REPARACION PLACA BASE NANO-GX-466-R11 SC11342886||Sí|Sí|No|product|23,72308|15,42|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342886&token=e491fe4119f069a49bb7cae06236cb4c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342900|REPARACION PLACA BASE NANO-GX-466-R11 SC11342900||Sí|Sí|No|product|29,35385|19,08|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342900&token=9aa5bc84c5fa2d9a17b8afdd3842ebd9||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342916|REPARACION PLACA BASE NANO-GX-466-R11 SC11342916||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342916&token=7860ec4ee730f848fad44d8a8b6d9428||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342960|REPARACION PLACA BASE NANO-GX-466-R11 SC11342960||Sí|Sí|No|product|53,23077|34,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342960&token=54b7ee93ad1ec589ff4a12f1abdbfbe8||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11342979|REPARACION PLACA BASE NANO-GX-466-R11 SC11342979||Sí|Sí|No|product|53,2|34,58|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11342979&token=2f922cc6b94fd7cf8039e09bdd7920c0||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343013|REPARACION PLACA BASE NANO-GX-466-R11 SC11343013||Sí|Sí|No|product|78,58462|51,08|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343013&token=cad057ad7d91aa0b38f6bb283b55af13||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343014|REPARACION PLACA BASE NANO-GX-466-R11 SC11343014||Sí|Sí|No|product|33,67692|21,89|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343014&token=67fdbe29202c20c8454cf4a9872e4fac||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343039|REPARACION PLACA BASE NANO-GX-466-R11 SC11343039||Sí|Sí|No|product|52,90769|34,39|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343039&token=05deb4a46c667cdd1f38e58023910b25||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343047|REPARACION PLACA BASE NANO-GX-466-R11 SC11343047||Sí|Sí|No|product|23,72308|15,42|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343047&token=d2ad089b1fc8f90e00072fb8699c9c3e||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343100|REPARACION PLACA BASE NANO-GX-466-R11 SC11343100||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343100&token=d7c990f52dc2f6e19a7c5b0cede3d4fb||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343119|REPARACION PLACA BASE NANO-GX-466-R11 SC11343119||Sí|Sí|No|product|27,52308|17,89|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343119&token=ef8b4b70a7dd018db0cff9baf7fc9221||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343128|REPARACION PLACA BASE NANO-GX-466-R11 SC11343128||Sí|Sí|No|product|38,50769|25,03|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343128&token=1db235b86cf321d0b03bb7c548c7b517||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343136|REPARACION PLACA BASE NANO-GX-466-R11 SC11343136||Sí|Sí|No|product|29,36923|19,09|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343136&token=18144803f6b3763ebb4bdb61b5b2cc83||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343138|REPARACION PLACA BASE NANO-GX-466-R11 SC11343138||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343138&token=b5861b02b5271b8d7da9871392ff7ccd||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343157|REPARACION PLACA BASE NANO-GX-466-R11 SC11343157||Sí|Sí|No|product|21,55385|14,01|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343157&token=9fb1e41a32853a2c34aff880b08255ee||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343201|REPARACION PLACA BASE NANO-GX-466-R11 SC11343201||Sí|Sí|No|product|27,52308|17,89|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343201&token=d2a96c6e947229b558684e53dc19fbbd||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343218|REPARACION PLACA BASE NANO-GX-466-R11 SC11343218||Sí|Sí|No|product|40,96923|26,63|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343218&token=e08fabd147626e0eca88455da5679421||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343220|REPARACION PLACA BASE NANO-GX-466-R11 SC11343220||Sí|Sí|No|product|23,72308|15,42|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343220&token=abe901d8def7f2692f168f6ac6f16fa4||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343227|REPARACION PLACA BASE NANO-GX-466-R11 SC11343227||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343227&token=d1d3379ecad4f439b3142f833a8a8d68||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343252|REPARACION PLACA BASE NANO-GX-466-R11 SC11343252||Sí|Sí|No|product|22,46154|14,6|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343252&token=a27f1209942757a358d8bd836852b491||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11343264|REPARACION PLACA BASE NANO-GX-466-R11 SC11343264||Sí|Sí|No|product|21|13,65|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11343264&token=32ca86d2f4e58c00f34139c9368ce361||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11423099|REPARACION PLACA BASE NANO-GX-466-R11 SC11423099||Sí|Sí|No|product|38,84615|25,25|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11423099&token=a8f3e4b343577b8505ae2afd12ac8021||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|35|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11612342|REPARACION PLACA BASE NANO-GX-466-R11 SC11612342||Sí|Sí|No|product|41,83077|27,19|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11612342&token=4265518d62749e9559cec02bf6785ad1||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11612344|REPARACION PLACA BASE NANO-GX-466-R11 SC11612344||Sí|Sí|No|product|36,73846|23,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11612344&token=dbf53fa74b1a48be3433166103dc1721||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11612351|REPARACION PLACA BASE NANO-GX-466-R11 SC11612351||Sí|Sí|No|product|30,58462|19,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11612351&token=8f22702ace8663a14d4781fa50ac213a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11612352|REPARACION PLACA BASE NANO-GX-466-R11 SC11612352||Sí|Sí|No|product|41,83077|27,19|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11612352&token=61a378347529848fe37a026e483ced3c||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|42|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11612369|REPARACION PLACA BASE NANO-GX-466-R11 SC11612369||Sí|Sí|No|product|22,04615|14,33|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11612369&token=f5e146beb8bf6b652d81c36ac624108a||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11612371|REPARACION PLACA BASE NANO-GX-466-R11 SC11612371||Sí|Sí|No|product|38,52308|25,04|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11612371&token=930c49b4888ca7c0ac43329118fa7435||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
REP-NGX466R11/SC11612390|REPARACION PLACA BASE NANO-GX-466-R11 SC11612390||Sí|Sí|No|product|27,50769|17,88|http://server7/qr-almacen/?ref=REP-NGX466R11-SC11612390&token=544d223300dc3ac354c5d428b6d8eb84||TODAS|REPARACIONES DMA|REPARACION DMA| | |No|W3000-000004||year|30|day|No|www.ieiworld.com|40788|No|0|No|none|0|84733080|MONO/Stock||Comprar|||||||||||||||||
